index,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,sentences_tone,document_tones,joy,analytical,sadness,tentative,confident,fear,anger
4038,thawrastler,19 // taurus // blm // no justice no peace,hemet/san jacinto,6018,21137,26474,2016-05-19 03:02:46,2020-06-22 01:40:02,1,BRUH the fact that California and Florida broke the daily COVID-19 cases record AGAIN YESTERDAY is insane... https://t.co/1ZMKm11VMm,[],[],bruh fact california florida break daily case record yesterday insane,,"[{'score': 0.934054, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.87707, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,1.0,,
4039,joahnna_cruz,✨the tireless pursuit of all things beautiful.✨ • city of #hamont. social services. community engagement. advocate of anything local. food. wine. travel. art.,canada,4048,481,3674,2016-10-11 23:41:49,2020-06-21 03:49:07,306,if the coronavirus is the chinese virus guess obesity and racism is the american virus,[],[],coronavirus chinese virus guess obesity racism american virus,,"[{'score': 0.501485, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,1.0,,,
4040,techweenie,vietnam era army veteran. too much life experience to be a republican. lover of women and cats. #resist shitler,planet a,10722,10888,235263,2008-06-17 21:54:25,2020-06-22 03:23:04,0,"Okay, so people could get sick; a few could die. but if tRump gets applause, it'll be worth it!

When Trump returns to Arizona next week, he'll share spotlight with COVID-19 https://t.co/uRbqoKzePf via @azcentral https://t.co/KiU5WmJFxw",[],['@azcentral'],"okay people could get sick could die trump get applause it'll worth it!

when trump return arizona next week he'll share spotlight via","[{'sentence_id': 0, 'text': ""okay people could get sick could die trump get applause it'll worth it!"", 'tones': [{'score': 0.629467, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.933436, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': ""when trump return arizona next week he'll share spotlight via"", 'tones': []}]","[{'score': 0.528115, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.969598, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,1.0,,,
4041,23WIFR,"official account for 23 wifr. watch the 23 news team weeknights at 5, 6 and 10.","rockford, il",2504,13446,59495,2009-04-21 18:18:11,2020-06-22 02:14:21,0,"LARGEST INCREASE: According to the World Health Organization Sunday was the largest single-day increase of COVID-19 cases since the pandemic began, with more than 180,000 new cases reported today worldwide. We'll have details at 10, along with new hot spots and spikes in the US! https://t.co/WorjvrNA3M",[],[],large increase accord world health organization sunday large single-day increase case since pandemic begin new case report today worldwide we'll detail along new hot spot spike,,"[{'score': 0.737589, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
4042,ScreenagerMovie,"screenagers: growing up the digital age & screenagers next chapter explores the impact of screen time on our youth its affects on stress, anxiety & depression.",n.a,501,2276,4325,2015-08-11 22:12:12,2020-06-23 01:26:24,0,MD Parents: Trying to Keep the Kids Busy and Safe During COVID-19 https://t.co/oh97fjYzZW via @medscape,[],['@medscape'],md parent try keep kid busy safe via,,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,1.0,,,
4043,JIlgner,"mother. retired rn. lover of science, art, music, books, nature and the truth. awake & planning on staying that way.",armpit of tn,735,354,140223,2015-09-30 22:32:15,2020-06-22 02:30:29,8282,"BREAKING UPDATE:  Florida sets another daily record with 4,671 new reported COVID-19 cases.",[],[],break update florida set another daily record new report case,,"[{'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,1.0,,
4044,ChrisRHood,"mother, wife, daughter, sister, friend, asl interpreter, fan of sci-fi and fantasy, avid reader","portland, or",817,410,27323,2012-11-06 13:14:50,2020-06-20 01:53:11,48,Experts say it's society's collective actions rather than the virus itself that may determine whether the virus becomes more or less dangerous. https://t.co/uaIJ34h6yX,[],[],expert say society's collective action rather virus may determine whether virus become less dangerous,,"[{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,,
4045,nglobalpatriot,"official handle of globalpatriotnewspapers.

siibe2200@yahoo.com globalpatriotnews@gmail.com",n.a,1235,943,20588,2015-03-28 15:40:39,2020-06-22 03:19:44,0,"COVID-19; suspected patients, Bayelsa Govt lament delays in confirming status of samples https://t.co/iVwiUt60ng",[],[],suspected patient bayelsa govt lament delay confirm status of samples,,"[{'score': 0.949832, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,1.0,,,
4046,noverr_,♊️  💫🍳,"oakland, ca",45,4,733,2020-01-24 05:23:36,2020-06-23 01:07:44,41230,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,1.0,,,
4047,pidayTrey,n.a,n.a,100,16,1492,2014-02-04 20:52:28,2020-06-22 03:22:40,3431,Ngl COVID-19 bout to choke slam the fck out of Florida.,[],[],ngl bout choke slam fck florida,,[],,,,,,,
4048,HoustonAkin,attorney. life is beautiful.,"nashville, tn",900,471,12283,2013-07-20 17:46:20,2020-06-20 03:06:11,0,"@Shannon79915375 @GoBigDamnVols @GrantRamey Okay. I looked. I haven’t seen anything showing 100,000 American flu deaths in a year, much less 3.5 months. Or remotely close to that number.

It took 4 years for WW2 to kill 400k Americans. Covid is over 25% of that in 3.5 months. But yeah, it’s “like any other virus.”",[],"['@Shannon79915375', '@GoBigDamnVols', '@GrantRamey']","okay look haven’t see anything show american flu death year much less month remotely close number.

it take year kill american covid month yeah it’s “like virus.”","[{'sentence_id': 0, 'text': 'okay look haven’t see anything show american flu death year much less month remotely close number.', 'tones': [{'score': 0.696939, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'it take year kill american covid month yeah it’s “like virus.”', 'tones': [{'score': 0.601677, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]","[{'score': 0.734251, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.920133, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,1.0,,,
4049,twilou200,n.a,n.a,1224,146,82041,2015-08-17 20:21:11,2020-06-22 02:31:12,103,"KHive has become the most toxic thing on Twitter. It’s absolutely doing damage to our general election hopes. The vitriol. The name-calling. If that does not apply to you, then you should check the people it does apply to. And the so-called founder wished COVID-19 on Warren.",[],[],khive become toxic thing twitter it’s absolutely damage general election hop vitriol name-calling apply check people apply so-called founder wish warren,,"[{'score': 0.73285, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.781949, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.645985, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,1.0,,
4050,nqghia,n.a,n.a,853,12487,90144,2015-01-31 03:13:34,2020-06-21 02:46:57,256,if the coronavirus is the chinese virus guess obesity and racism is the american virus,[],[],coronavirus chinese virus guess obesity racism american virus,,"[{'score': 0.501485, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,1.0,,,
4051,Badwolfatl,"furry, fursuiter, windows system admin & sci fi geek - meeting new folks and looking for opportunities. 420 cannasexual kinkster/rubber pup partner of @_dotpax",iphone: ,3721,3681,9482,2007-04-12 05:26:26,2020-06-22 03:42:49,827,"Elizabeth Warren targets 'egregious' conflicts of interest in Trump's COVID-19 response.

""With more than a hundred thousand Americans dead and tens of millions unemployed, White House decisions should be driven by science, rather than by personal profit."" https://t.co/wQrqpJaCaH",[],[],"elizabeth warren target egregious conflict interest trump's response.

""with hundred thousand american dead ten million unemployed white house decision drive science rather personal profit","[{'sentence_id': 0, 'text': ""elizabeth warren target egregious conflict interest trump's response."", 'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': '""with hundred thousand american dead ten million unemployed white house decision drive science rather personal profit', 'tones': [{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]","[{'score': 0.802429, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.865388, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,1.0,,,
4052,Wacokid4,"family of sons of the american revolution, patriot, navy vet. desert storm,qanon","waco, tx",205,197,2582,2018-12-30 18:47:50,2020-06-22 02:13:41,6,"#COVID #coronavirus #COVID__19 
Q Map dot com
#TheGreatAwakening https://t.co/1RIivtp8sA","['covid', 'coronavirus', 'covid__19', 'thegreatawakening']",[],"
q map dot com
",,[],,,,,,,
4053,laserbcat,beachgoer.  podcast listener.  aspiring investor.,jersey shore,318,51,10202,2015-11-26 16:47:17,2020-06-22 01:21:41,14,"People with Type A blood were ‘associated with’ a 45% ‘higher risk of acquiring COVID-19’ compared with people with other blood types, one study found.
https://t.co/mqWqxEQhAP",[],[],"people type blood ‘associated with’ ‘higher risk acquire compare people blood type one study found.
",,"[{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
4054,OldGlory1976,"news junkie, #maga #kag #trump2020 #patriot #conservative #buildthewall #2a #1a #constitution #military #backtheblue 
i will fb as twitter limits permits-ty", usa,8099,7386,53466,2012-02-28 19:29:14,2020-06-22 02:31:03,66,@JonathanNightf2 Do you know anyone who has had Covid-19?,[],['@JonathanNightf2'],know anyone,,"[{'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.998976, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,1.0,,,
4055,kmalone369,"proud liberal born and raised in minneapolis, minnesota~
sag/aftra #unionstrong #teamjoe #joebidenforpresident2020 ❤ 
#blacklivesmatter #weareallequal❣","los angeles, ca",4995,3739,131241,2010-12-24 02:27:32,2020-06-22 01:21:16,22,"Bloody hell....

What they don’t tell you about surviving COVID-19 https://t.co/XH53GgagSk via @SFGate",[],['@SFGate'],"bloody hell....

what don’t tell survive via","[{'sentence_id': 0, 'text': 'bloody hell....', 'tones': [{'score': 0.647059, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.857143, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'what don’t tell survive via', 'tones': []}]","[{'score': 0.594518, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,,,,1.0
4056,mauriciaddams,스탠 llorón 睫毛 bro armé,n.a,111,0,160,2019-02-25 23:15:03,2020-06-23 01:07:49,746,"bruh there's over 30,000 COVID-19 cases in the country and you're talking about Communists being the number one threat to our country? Bilis mag-180 Mr. Rodrigo Duterte kasing bilis ng pagkawala ng loans natin. :(",[],[],bruh there's case country talk communist number one threat country bilis mr rodrigo duterte kasing bilis ng pagkawala ng loan natin,,[],,,,,,,
4057,messengernews,"adelaide's best source of community news for more than 50 years. comments, news tips: twitter.mes@news.com.au","adelaide, south australia",1179,14407,15465,2008-04-29 02:02:31,2020-06-22 03:42:00,0,"A Harbour Town-style development at Parafield Airport has been stalled by COVID-19 while noise complaints about training flights have increased.

https://t.co/KIxIUIU1kW @ColinJamesTiser",[],['@ColinJamesTiser'],"harbour town-style development parafield airport stall noise complaint train flight increased.

",,"[{'score': 0.553857, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,,,,1.0
4058,TheTeslabear,$tsla to $288,n.a,74,34,401,2020-05-28 23:54:12,2020-06-21 04:14:10,0,When the markets drop; people will be saying “it was so obvious!! Corona virus is still here” ... human nature never change,[],[],market drop people say “it obvious corona virus still here” human nature never change,,"[{'score': 0.632314, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.866237, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,,1.0,,1.0,,
4059,nxvat,ass & grass 🇨🇺💟                                          stoner dog mom,orange county,291,232,4181,2014-06-13 19:45:59,2020-06-22 01:37:17,15,Orange County on Sunday reported its highest one-day total of new coronavirus cases for the second day in a row.​ https://t.co/kCI776JiS6,[],[],orange county sunday report high one-day total new coronavirus case second day row.​,,"[{'score': 0.523333, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.811255, 'tone_id': 'confident', 'tone_name': 'Confident'}]",1.0,,,,1.0,,
4060,MarcusTriton,"opening minds with truth over narrative, for those who can think for themselves. naturopathic doctor. earth is flat. american christian patriot. 1a 2a goa",america,1054,1677,58865,2014-08-24 15:42:52,2020-06-20 03:12:11,0,The New covid-19 virus that has spread quickly across the World..... https://t.co/5UidmZV7cO,[],[],new virus spread quickly across world,,[],,,,,,,
4061,manuacero60,love the good things of the life!!❤ viva amlo!!👍👍👍,"chicago, il",1557,443,11063,2013-11-01 02:34:29,2020-06-20 01:52:46,48,Experts say it's society's collective actions rather than the virus itself that may determine whether the virus becomes more or less dangerous. https://t.co/uaIJ34h6yX,[],[],expert say society's collective action rather virus may determine whether virus become less dangerous,,"[{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,,
4062,nickzurich,commercial broker - the barry company,"üt: 43.025757,-88.121597",321,232,1593,2009-05-21 19:37:58,2020-06-23 01:27:49,299,"I know good news doesn’t sell and will never make the evening news, but good news: coronavirus deaths continue to fall.  

Daily COVID-19 Deaths in the U.S. Have Fallen Dramatically Since April – https://t.co/1OcLJizCrt https://t.co/GTb5a02Feu",[],[],"know good news doesn’t sell never make even news good news coronavirus death continue fall 

daily death u.s fall dramatically since april","[{'sentence_id': 0, 'text': 'know good news doesn’t sell never make even news good news coronavirus death continue fall ', 'tones': [{'score': 0.502784, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.778622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': 'daily death u.s fall dramatically since april', 'tones': [{'score': 0.742226, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]","[{'score': 0.645183, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.926725, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,1.0,,,
